Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
58,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.94,0.94,0
58,Fall,EE182,Basic Electronics,3,F,0,0.94,0.94,0
58,Fall,SS101,English Language,3,B-,2.67,0.94,0.94,0
58,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,0.94,0.94,0
58,Fall,SL101,English Language Lab,1,D,1,0.94,0.94,0
58,Fall,MT104,Linear Algebra,3,D,1,0.94,0.94,0
58,Fall,CS118,Programming Fundamentals,3,F,0,0.94,0.94,0
58,Fall,CS201,Data Structures,3,C+,2.33,2.73,2.69,0
58,Spring,CL118,Programming Fundamentals - Lab,1,C,2,2.62,2.3,0
58,Spring,SS122,English Composition,3,D,1,2.62,2.3,0
58,Spring,CS118,Programming Fundamentals,3,C+,2.33,2.62,2.3,0
58,Spring,EE182,Basic Electronics,3,A-,3.67,2.62,2.3,0
58,Spring,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.62,2.3,0
58,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
58,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
58,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
58,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
58,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
58,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
58,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
58,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
58,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
58,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
58,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
58,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
58,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
59,Fall,SL101,English Language Lab,1,A-,3.67,2.69,2.69,0
59,Fall,MT104,Linear Algebra,3,A-,3.67,2.69,2.69,0
59,Fall,CL118,Programming Fundamentals - Lab,1,B,3,2.69,2.69,0
59,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.69,2.69,0
59,Fall,EE182,Basic Electronics,3,C-,1.67,2.69,2.69,0
59,Fall,MT119,Calculus and Analytical Geometry,3,C,2,2.69,2.69,0
59,Fall,SS101,English Language,3,B+,3.33,2.69,2.69,0
59,Fall,CS201,Data Structures,3,B-,2.67,3.04,2.57,0
59,Spring,CS217,Computer Programming,3,C,2,2,2.34,0
59,Spring,MT224,Differential Equations (Cal II),3,D,1,2,2.34,0
59,Spring,SS113,Pakistan Studies,3,C-,1.67,2,2.34,0
59,Spring,SS122,English Composition,3,B-,2.67,2,2.34,0
59,Spring,EE227,Digital Logic Design,3,C+,2.33,2,2.34,0
59,Spring,CL217,Computer Programming Lab,1,B,3,2,2.34,0
59,Spring,EL227,Digital Logic Design - Lab,1,C,2,2,2.34,0
59,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
59,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
59,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
59,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
59,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
59,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
59,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
60,Fall,MT104,Linear Algebra,3,A,4,3.33,3.33,0
60,Fall,SS101,English Language,3,A,4,3.33,3.33,0
60,Fall,EE182,Basic Electronics,3,B+,3.33,3.33,3.33,0
60,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.33,3.33,0
60,Fall,SL101,English Language Lab,1,A-,3.67,3.33,3.33,0
60,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,3.33,3.33,0
60,Fall,CS118,Programming Fundamentals,3,B-,2.67,3.33,3.33,0
60,Fall,CS201,Data Structures,3,A-,3.67,3.31,3.36,0
60,Spring,CL217,Computer Programming Lab,1,A,4,3.43,3.38,0
60,Spring,EE227,Digital Logic Design,3,B+,3.33,3.43,3.38,0
60,Spring,SS113,Pakistan Studies,3,B-,2.67,3.43,3.38,0
60,Spring,SS122,English Composition,3,A,4,3.43,3.38,0
60,Spring,EL227,Digital Logic Design - Lab,1,B+,3.33,3.43,3.38,0
60,Spring,MT224,Differential Equations (Cal II),3,A-,3.67,3.43,3.38,0
60,Spring,CS217,Computer Programming,3,B+,3.33,3.43,3.38,0
60,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
60,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
60,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
60,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
60,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
60,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
60,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
61,Fall,MT104,Linear Algebra,3,B-,2.67,2.81,2.81,0
61,Fall,EE182,Basic Electronics,3,C,2,2.81,2.81,0
61,Fall,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.81,2.81,0
61,Fall,SS101,English Language,3,A-,3.67,2.81,2.81,0
61,Fall,SL101,English Language Lab,1,B+,3.33,2.81,2.81,0
61,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.81,2.81,0
61,Fall,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.81,2.81,0
61,Spring,EL227,Digital Logic Design - Lab,1,B,3,1.78,2.3,0
61,Spring,SS122,English Composition,3,C-,1.67,1.78,2.3,0
61,Spring,SS111,Islamic and Religious Studies,3,B+,3.33,1.78,2.3,0
61,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.78,2.3,0
61,Spring,EE227,Digital Logic Design,3,C,2,1.78,2.3,0
61,Spring,CS217,Computer Programming,3,F,0,1.78,2.3,0
61,Spring,CL217,Computer Programming Lab,1,D+,1.33,1.78,2.3,0
61,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
61,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
61,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
61,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
61,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
61,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
61,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
61,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
62,Fall,SS101,English Language,3,A-,3.67,2.33,2.33,0
62,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.33,2.33,0
62,Fall,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.33,2.33,0
62,Fall,MT104,Linear Algebra,3,C-,1.67,2.33,2.33,0
62,Fall,SL101,English Language Lab,1,B+,3.33,2.33,2.33,0
62,Fall,EE182,Basic Electronics,3,C-,1.67,2.33,2.33,0
62,Fall,CS118,Programming Fundamentals,3,C,2,2.33,2.33,0
62,Fall,CS201,Data Structures,3,B-,2.67,3.13,2.69,0
62,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.63,2.48,0
62,Spring,SS113,Pakistan Studies,3,C+,2.33,2.63,2.48,0
62,Spring,CL217,Computer Programming Lab,1,B,3,2.63,2.48,0
62,Spring,SS122,English Composition,3,A-,3.67,2.63,2.48,0
62,Spring,CS217,Computer Programming,3,D+,1.33,2.63,2.48,0
62,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.63,2.48,0
62,Spring,EE227,Digital Logic Design,3,A-,3.67,2.63,2.48,0
62,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
62,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
62,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
62,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
62,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
62,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
62,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
63,Fall,SL101,English Language Lab,1,C-,1.67,0.98,0.98,3
63,Fall,SS101,English Language,3,B,3,0.98,0.98,3
63,Fall,CS118,Programming Fundamentals,3,F,0,0.98,0.98,3
63,Fall,EE182,Basic Electronics,3,F,0,0.98,0.98,3
63,Fall,MT119,Calculus and Analytical Geometry,3,D,1,0.98,0.98,3
63,Fall,MT104,Linear Algebra,3,D,1,0.98,0.98,3
63,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.98,0.98,3
63,Fall,CS201,Data Structures,3,W,0,1,1.81,3
63,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,2.33,2.22,3
63,Spring,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.33,2.22,3
63,Spring,MT119,Calculus and Analytical Geometry,3,D,1,2.33,2.22,3
63,Spring,EE182,Basic Electronics,3,B-,2.67,2.33,2.22,3
63,Spring,CS118,Programming Fundamentals,3,C+,2.33,2.33,2.22,3
63,Spring,SS122,English Composition,3,B,3,2.33,2.22,3
63,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
63,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
63,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
63,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
63,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
63,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
63,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
63,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
63,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
63,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
63,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
63,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
64,Fall,MT104,Linear Algebra,3,F,0,0.98,0.98,0
64,Fall,MT119,Calculus and Analytical Geometry,3,D,1,0.98,0.98,0
64,Fall,SS101,English Language,3,A-,3.67,0.98,0.98,0
64,Fall,CS118,Programming Fundamentals,3,F,0,0.98,0.98,0
64,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.98,0.98,0
64,Fall,SL101,English Language Lab,1,B-,2.67,0.98,0.98,0
64,Fall,EE182,Basic Electronics,3,F,0,0.98,0.98,0
64,Spring,EE182,Basic Electronics,3,C,2,1.88,2.03,0
64,Spring,SS122,English Composition,3,A-,3.67,1.88,2.03,0
64,Spring,MT104,Linear Algebra,3,C-,1.67,1.88,2.03,0
64,Spring,CS118,Programming Fundamentals,3,F,0,1.88,2.03,0
64,Spring,CL118,Programming Fundamentals - Lab,1,F,0,1.88,2.03,0
64,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.88,2.03,0
64,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
64,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
64,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
64,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
64,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
64,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
64,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
64,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
64,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
64,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
64,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
64,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
64,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
65,Fall,CL118,Programming Fundamentals - Lab,1,D,1,2.67,2.67,0
65,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.67,2.67,0
65,Fall,MT104,Linear Algebra,3,B+,3.33,2.67,2.67,0
65,Fall,SS101,English Language,3,B,3,2.67,2.67,0
65,Fall,SL101,English Language Lab,1,B+,3.33,2.67,2.67,0
65,Fall,EE182,Basic Electronics,3,B+,3.33,2.67,2.67,0
65,Fall,CS118,Programming Fundamentals,3,C-,1.67,2.67,2.67,0
65,Fall,CS201,Data Structures,3,B-,2.67,2.98,3,0
65,Spring,CL217,Computer Programming Lab,1,C-,1.67,2.51,2.59,0
65,Spring,CS217,Computer Programming,3,F,0,2.51,2.59,0
65,Spring,EE227,Digital Logic Design,3,B,3,2.51,2.59,0
65,Spring,MT224,Differential Equations (Cal II),3,B,3,2.51,2.59,0
65,Spring,SS122,English Composition,3,B,3,2.51,2.59,0
65,Spring,SS113,Pakistan Studies,3,A-,3.67,2.51,2.59,0
65,Spring,EL227,Digital Logic Design - Lab,1,B,3,2.51,2.59,0
65,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
65,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
65,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
65,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
65,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
65,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
65,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
66,Fall,MT119,Calculus and Analytical Geometry,3,C,2,3.18,3.18,0
66,Fall,CL118,Programming Fundamentals - Lab,1,B,3,3.18,3.18,0
66,Fall,CS118,Programming Fundamentals,3,B,3,3.18,3.18,0
66,Fall,EE182,Basic Electronics,3,A,4,3.18,3.18,0
66,Fall,SS101,English Language,3,A,4,3.18,3.18,0
66,Fall,SL101,English Language Lab,1,A+,4,3.18,3.18,0
66,Fall,MT104,Linear Algebra,3,B-,2.67,3.18,3.18,0
66,Fall,CS201,Data Structures,3,C+,2.33,2.79,2.89,0
66,Spring,EE227,Digital Logic Design,3,B-,2.67,2.69,2.93,0
66,Spring,CS217,Computer Programming,3,C+,2.33,2.69,2.93,0
66,Spring,CL217,Computer Programming Lab,1,B-,2.67,2.69,2.93,0
66,Spring,EL227,Digital Logic Design - Lab,1,B,3,2.69,2.93,0
66,Spring,MT224,Differential Equations (Cal II),3,C+,2.33,2.69,2.93,0
66,Spring,SS113,Pakistan Studies,3,B-,2.67,2.69,2.93,0
66,Spring,SS122,English Composition,3,B+,3.33,2.69,2.93,0
66,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
66,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
66,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
66,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
66,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
66,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
66,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
67,Fall,CL118,Programming Fundamentals - Lab,1,F,0,0.8,0.8,1
67,Fall,MT119,Calculus and Analytical Geometry,3,D,1,0.8,0.8,1
67,Fall,EE182,Basic Electronics,3,F,0,0.8,0.8,1
67,Fall,MT104,Linear Algebra,3,F,0,0.8,0.8,1
67,Fall,SL101,English Language Lab,1,B-,2.67,0.8,0.8,1
67,Fall,CS118,Programming Fundamentals,3,F,0,0.8,0.8,1
67,Fall,SS101,English Language,3,B-,2.67,0.8,0.8,1
67,Unknown,SS122,English Composition,3,UK,-1,0,0,0
67,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
67,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
67,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
67,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
67,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
67,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
67,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
67,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
67,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
67,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
67,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
67,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
67,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
67,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
68,Fall,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.47,2.47,0
68,Fall,SS101,English Language,3,B,3,2.47,2.47,0
68,Fall,EE182,Basic Electronics,3,B+,3.33,2.47,2.47,0
68,Fall,SL101,English Language Lab,1,B+,3.33,2.47,2.47,0
68,Fall,CS118,Programming Fundamentals,3,C+,2.33,2.47,2.47,0
68,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.47,2.47,0
68,Fall,MT104,Linear Algebra,3,D,1,2.47,2.47,0
68,Fall,CS201,Data Structures,3,B+,3.33,3.21,2.79,0
68,Spring,SS122,English Composition,3,B-,2.67,2.73,2.6,0
68,Spring,SS111,Islamic and Religious Studies,3,B,3,2.73,2.6,0
68,Spring,EL227,Digital Logic Design - Lab,1,A-,3.67,2.73,2.6,0
68,Spring,EE227,Digital Logic Design,3,B-,2.67,2.73,2.6,0
68,Spring,CS217,Computer Programming,3,C,2,2.73,2.6,0
68,Spring,MT224,Differential Equations (Cal II),3,B-,2.67,2.73,2.6,0
68,Spring,CL217,Computer Programming Lab,1,A-,3.67,2.73,2.6,0
68,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
68,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
68,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
68,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
68,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
68,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
68,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
69,Fall,CL118,Programming Fundamentals - Lab,1,C,2,2.65,2.65,0
69,Fall,MT104,Linear Algebra,3,B,3,2.65,2.65,0
69,Fall,CS118,Programming Fundamentals,3,D+,1.33,2.65,2.65,0
69,Fall,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.65,2.65,0
69,Fall,EE182,Basic Electronics,3,B-,2.67,2.65,2.65,0
69,Fall,SL101,English Language Lab,1,B,3,2.65,2.65,0
69,Fall,SS101,English Language,3,A,4,2.65,2.65,0
69,Fall,CS201,Data Structures,3,C+,2.33,2.67,2.69,0
69,Spring,CL217,Computer Programming Lab,1,C+,2.33,2.25,2.45,0
69,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,2.25,2.45,0
69,Spring,SS113,Pakistan Studies,3,C,2,2.25,2.45,0
69,Spring,EL227,Digital Logic Design - Lab,1,B,3,2.25,2.45,0
69,Spring,SS122,English Composition,3,B,3,2.25,2.45,0
69,Spring,CS217,Computer Programming,3,D+,1.33,2.25,2.45,0
69,Spring,EE227,Digital Logic Design,3,B,3,2.25,2.45,0
69,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
69,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
69,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
69,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
69,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
69,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
69,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
70,Fall,CS118,Programming Fundamentals,3,D,1,2.2,2.2,0
70,Fall,CL118,Programming Fundamentals - Lab,1,D,1,2.2,2.2,0
70,Fall,SL101,English Language Lab,1,B+,3.33,2.2,2.2,0
70,Fall,SS101,English Language,3,B+,3.33,2.2,2.2,0
70,Fall,EE182,Basic Electronics,3,B+,3.33,2.2,2.2,0
70,Fall,MT104,Linear Algebra,3,C-,1.67,2.2,2.2,0
70,Fall,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.2,2.2,0
70,Fall,CS201,Data Structures,3,B,3,3,2.35,0
70,Spring,MT224,Differential Equations (Cal II),3,C-,1.67,1.9,2.05,0
70,Spring,EE227,Digital Logic Design,3,C,2,1.9,2.05,0
70,Spring,SS122,English Composition,3,C,2,1.9,2.05,0
70,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.9,2.05,0
70,Spring,EL227,Digital Logic Design - Lab,1,B-,2.67,1.9,2.05,0
70,Spring,CS217,Computer Programming,3,D,1,1.9,2.05,0
70,Spring,CL217,Computer Programming Lab,1,C-,1.67,1.9,2.05,0
70,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
70,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
70,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
70,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
70,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
70,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
70,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
71,Fall,SL101,English Language Lab,1,B+,3.33,1.49,1.49,2
71,Fall,EE182,Basic Electronics,3,C-,1.67,1.49,1.49,2
71,Fall,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.49,1.49,2
71,Fall,MT104,Linear Algebra,3,D,1,1.49,1.49,2
71,Fall,SS101,English Language,3,B+,3.33,1.49,1.49,2
71,Fall,CL118,Programming Fundamentals - Lab,1,F,0,1.49,1.49,2
71,Fall,CS118,Programming Fundamentals,3,F,0,1.49,1.49,2
71,Spring,CS118,Programming Fundamentals,3,F,0,1.76,1.9,2
71,Spring,MT119,Calculus and Analytical Geometry,3,C,2,1.76,1.9,2
71,Spring,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.76,1.9,2
71,Spring,SS122,English Composition,3,B,3,1.76,1.9,2
71,Spring,EL227,Digital Logic Design - Lab,1,C-,1.67,1.76,1.9,2
71,Spring,SS111,Islamic and Religious Studies,3,B-,2.67,1.76,1.9,2
71,Spring,EE227,Digital Logic Design,3,D+,1.33,1.76,1.9,2
71,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
71,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
71,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
71,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
71,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
71,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
71,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
71,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
71,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
71,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
71,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
72,Fall,SS101,English Language,3,B+,3.33,2.18,2.18,0
72,Fall,EE182,Basic Electronics,3,D,1,2.18,2.18,0
72,Fall,CS118,Programming Fundamentals,3,F,0,2.18,2.18,0
72,Fall,SL101,English Language Lab,1,B+,3.33,2.18,2.18,0
72,Fall,MT119,Calculus and Analytical Geometry,3,A,4,2.18,2.18,0
72,Fall,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.18,2.18,0
72,Fall,MT104,Linear Algebra,3,C+,2.33,2.18,2.18,0
72,Spring,SS122,English Composition,3,C,2,1.65,2.11,0
72,Spring,CL118,Programming Fundamentals - Lab,1,B-,2.67,1.65,2.11,0
72,Spring,CS118,Programming Fundamentals,3,C,2,1.65,2.11,0
72,Spring,SS111,Islamic and Religious Studies,3,C+,2.33,1.65,2.11,0
72,Spring,EE227,Digital Logic Design,3,C-,1.67,1.65,2.11,0
72,Spring,MT224,Differential Equations (Cal II),3,F,0,1.65,2.11,0
72,Spring,EL227,Digital Logic Design - Lab,1,D+,1.33,1.65,2.11,0
72,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
72,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
72,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
72,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
72,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
72,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
72,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
72,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
72,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
72,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
73,Fall,CL118,Programming Fundamentals - Lab,1,F,0,2.45,2.45,0
73,Fall,SS101,English Language,3,A,4,2.45,2.45,0
73,Fall,SL101,English Language Lab,1,A-,3.67,2.45,2.45,0
73,Fall,MT104,Linear Algebra,3,B,3,2.45,2.45,0
73,Fall,CS118,Programming Fundamentals,3,F,0,2.45,2.45,0
73,Fall,MT119,Calculus and Analytical Geometry,3,B,3,2.45,2.45,0
73,Fall,EE182,Basic Electronics,3,B-,2.67,2.45,2.45,0
73,Unknown,SS122,English Composition,3,UK,-1,0,0,0
73,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
73,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
73,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
73,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
73,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
73,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
73,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
73,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
73,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
73,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
73,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
73,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
73,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
73,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
74,Fall,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.67,3.67,0
74,Fall,CS118,Programming Fundamentals,3,A+,4,3.67,3.67,0
74,Fall,CL118,Programming Fundamentals - Lab,1,A+,4,3.67,3.67,0
74,Fall,SS101,English Language,3,B,3,3.67,3.67,0
74,Fall,SL101,English Language Lab,1,B+,3.33,3.67,3.67,0
74,Fall,MT104,Linear Algebra,3,A,4,3.67,3.67,0
74,Fall,EE182,Basic Electronics,3,A,4,3.67,3.67,0
74,Fall,CS201,Data Structures,3,A,4,3.31,3.47,0
74,Spring,CS217,Computer Programming,3,A+,4,3.41,3.54,0
